"","X","tourney_name","surface","draw_size","tourney_level","tourney_date","P1_id","P1_name","P1_hand","P1_ht","P1_ioc","P1_age","P1_rank","P1_rank_points","P2_id","P2_name","P2_hand","P2_ht","P2_ioc","P2_age","P2_rank","P2_rank_points","best_of","p1vp2winpercentage","p1vp2LogRankDiff","p1vp2LogRankPointsDiff","p1wins","inst.","actual","predicted","error","prediction","AvgW","AvgL","winnings"
"1073",2033,"Australian Open","Hard",128,"G","1/18/16",111202,"Hyeon Chung","R",186,"KOR",19.6659822,52,821,104925,"Novak Djokovic","R",188,"SRB",28.65982204,1,16790,5,0.5,-3.951243719,-3.018015641,"N",1073,"1:N","1:N","",0.99,1.01,24.99,1.01
"1074",2034,"Australian Open","Hard",128,"G","1/18/16",111460,"Quentin Halys","R",186,"FRA",19.22792608,187,274,104471,"Ivan Dodig","R",183,"CRO",31.04175222,78,678,5,0.5,-0.87439979,-0.906019182,"Y",1074,"2:Y","1:N","+",0.73,5.53,1.14,0
"1075",2035,"Australian Open","Hard",128,"G","1/18/16",105936,"Filip Krajinovic","R",185,"SRB",23.89048597,102,574,106045,"Denis Kudla","R",180,"USA",23.41957563,69,727,5,0.5,-0.390866309,-0.236297081,"N",1075,"1:N","1:N","",0.592,1.38,2.99,1.38
"1076",2036,"Australian Open","Hard",128,"G","1/18/16",104312,"Andreas Seppi","R",190,"ITA",31.90691307,29,1290,104559,"Teymuraz Gabashvili","R",188,"RUS",30.65571526,44,933,5,0.75,0.416893804,0.323992297,"Y",1076,"2:Y","2:Y","",0.65,1.62,2.25,1.62
"1077",2037,"Australian Open","Hard",128,"G","1/18/16",103333,"Ivo Karlovic","R",208,"CRO",36.88706366,24,1485,105643,"Federico Delbonis","L",190,"ARG",25.28678987,53,815,5,1,0.792238083,0.599981938,"N",1077,"1:N","2:Y","+",0.652,3.74,1.27,0
"1078",2038,"Australian Open","Hard",128,"G","1/18/16",105952,"Renzo Olivo","R",186,"ARG",23.84394251,174,296,106210,"Jiri Vesely","L",186,"CZE",22.52429843,50,840,5,0.5,-1.247032294,-1.043042438,"Y",1078,"2:Y","1:N","+",0.821,5.04,1.16,0
"1079",2039,"Australian Open","Hard",128,"G","1/18/16",105438,"Inigo Cervantes Huegun","R",186,"ESP",26.13278576,72,703,105539,"Evgeny Donskoy","R",185,"RUS",25.69472964,91,620,5,0.5,0.234193388,0.125637414,"N",1079,"1:N","2:Y","+",0.551,1.55,2.43,0
"1080",2040,"Australian Open","Hard",128,"G","1/18/16",104468,"Gilles Simon","R",183,"FRA",31.05817933,15,2145,105577,"Vasek Pospisil","R",193,"CAN",25.57152635,39,1075,5,0,0.955511445,0.690818891,"Y",1080,"2:Y","2:Y","",0.549,1.47,2.64,1.47
"1081",2041,"Australian Open","Hard",128,"G","1/18/16",104542,"Jo Wilfried Tsonga","R",188,"FRA",30.75427789,10,2725,104571,"Marcos Baghdatis","R",183,"CYP",30.58726899,46,894,5,1,1.526056303,1.114517932,"Y",1081,"2:Y","2:Y","",0.915,1.13,5.87,1.13
"1082",2042,"Australian Open","Hard",128,"G","1/18/16",105011,"Illya Marchenko","R",185,"UKR",28.3613963,76,688,117357,"Omar Jasika","L",186,"AUS",18.66940452,310,159,5,0.5,1.405838957,1.464884636,"N",1082,"1:N","2:Y","+",0.882,5.48,1.14,0
"1083",2043,"Australian Open","Hard",128,"G","1/18/16",104665,"Pablo Andujar","R",180,"ESP",29.98494182,62,770,105732,"Pierre Hugues Herbert","R",186,"FRA",24.83778234,167,313,5,0.5,0.990859427,0.900187324,"N",1083,"1:N","2:Y","+",0.741,1.5,2.54,0
"1084",2044,"Australian Open","Hard",128,"G","1/18/16",111511,"Noah Rubin","R",186,"USA",19.90691307,328,146,105332,"Benoit Paire","R",196,"FRA",26.69678303,18,1703,5,0.5,-2.90264185,-2.456540059,"Y",1084,"2:Y","1:N","+",0.974,8.92,1.06,0
"1085",2045,"Australian Open","Hard",128,"G","1/18/16",104198,"Guillermo Garcia Lopez","R",188,"ESP",32.62422998,27,1430,103908,"Paul Henri Mathieu","R",185,"FRA",34.01505818,97,609,5,0.333333333,1.278874112,0.853611456,"Y",1085,"2:Y","2:Y","",0.774,1.4,2.88,1.4
"1086",2046,"Australian Open","Hard",128,"G","1/18/16",104978,"Daniel Brands","R",196,"GER",28.5065024,151,393,103607,"Victor Estrella","R",173,"DOM",35.46064339,55,797,5,0.5,-1.009946652,-0.707045067,"Y",1086,"2:Y","1:N","+",0.676,1.38,3.03,0
"1087",2047,"Australian Open","Hard",128,"G","1/18/16",105842,"Di Wu","R",186,"CHN",24.3449692,243,218,105572,"Austin Krajicek","L",186,"USA",25.59069131,103,571,5,0.5,-0.858332455,-0.962894147,"N",1087,"1:N","1:N","",0.774,1.74,2.07,1.74
"1088",2048,"Australian Open","Hard",128,"G","1/18/16",105453,"Kei Nishikori","R",178,"JPN",26.05338809,7,4235,104259,"Philipp Kohlschreiber","R",178,"GER",32.25735797,34,1185,5,0.5,1.580450376,1.273640554,"Y",1088,"2:Y","2:Y","",0.899,1.23,4.15,1.23
"1089",2049,"Australian Open","Hard",128,"G","1/18/16",103819,"Roger Federer","R",185,"SUI",34.44490075,3,8165,105932,"Nikoloz Basilashvili","R",186,"RUS",23.90143737,118,493,5,0.5,3.672072336,2.807102831,"Y",1089,"2:Y","2:Y","",0.983,1.01,19.81,1.01
"1090",2050,"Australian Open","Hard",128,"G","1/18/16",105575,"Ricardas Berankis","R",175,"LTU",25.57700205,85,641,105238,"Alexandr Dolgopolov","R",180,"UKR",27.19507187,35,1160,5,0,-0.887303195,-0.593145827,"N",1090,"1:N","1:N","",0.843,1.2,4.45,1.2
"1091",2051,"Australian Open","Hard",128,"G","1/18/16",106075,"Jozef Kovalik","R",186,"SVK",23.20328542,251,215,105477,"Marco Trungelliti","R",186,"ARG",25.96303901,210,244,5,0.5,-0.178345408,-0.126530197,"N",1091,"1:N","1:N","",0.547,2.09,1.73,2.09
"1092",2052,"Australian Open","Hard",128,"G","1/18/16",103893,"Paolo Lorenzi","R",183,"ITA",34.091718,57,795,105777,"Grigor Dimitrov","R",188,"BUL",24.67624914,28,1420,5,0.5,-0.710846758,-0.580070036,"N",1092,"1:N","1:N","",0.805,1.06,8.97,1.06
"1093",2053,"Australian Open","Hard",128,"G","1/18/16",104919,"Leonardo Mayer","R",188,"ARG",28.678987,36,1105,106233,"Dominic Thiem","R",186,"AUT",22.37371663,20,1645,5,0.5,-0.587786665,-0.397895049,"N",1093,"1:N","1:N","",0.698,1.57,2.37,1.57
"1094",2054,"Australian Open","Hard",128,"G","1/18/16",104597,"Nicolas Almagro","R",183,"ESP",30.40930869,73,694,103898,"Julien Benneteau","R",185,"FRA",34.07802875,696,38,5,0.25,2.254890219,2.904885801,"Y",1094,"2:Y","2:Y","",0.972,1.25,3.89,1.25
"1095",2055,"Australian Open","Hard",128,"G","1/18/16",106378,"Kyle Edmund","R",186,"GBR",21.02669405,88,625,106000,"Damir Dzumhur","R",172,"BIH",23.66324435,81,661,5,0.5,-0.08288766,-0.05600219,"N",1095,"1:N","2:Y","+",0.546,3.62,1.28,0
"1096",2056,"Australian Open","Hard",128,"G","1/18/16",105676,"David Goffin","R",163,"BEL",25.11430527,16,1835,104660,"Sergiy Stakhovsky","R",193,"UKR",30.03148528,60,780,5,1,1.32175584,0.855505841,"Y",1096,"2:Y","2:Y","",0.838,1.13,5.86,1.13
"1097",2057,"Australian Open","Hard",128,"G","1/18/16",105217,"Thiemo De Bakker","R",193,"NED",27.32922656,98,607,105227,"Marin Cilic","R",198,"CRO",27.3045859,13,2405,5,0,-2.020018121,-1.376776391,"N",1097,"1:N","1:N","",0.952,1.07,8.22,1.07
"1098",2058,"Australian Open","Hard",128,"G","1/18/16",105077,"Albert Ramos","L",188,"ESP",28.00273785,61,773,106432,"Borna Coric","R",186,"CRO",19.17590691,40,1066,5,0.5,-0.42199441,-0.321389556,"Y",1098,"2:Y","1:N","+",0.675,3.69,1.27,0
"1099",2059,"Australian Open","Hard",128,"G","1/18/16",105583,"Dusan Lajovic","R",180,"SRB",25.5523614,77,678,105023,"Sam Querrey","R",198,"USA",28.28199863,58,785,5,0.5,-0.283362411,-0.14653643,"Y",1099,"2:Y","1:N","+",0.585,3.32,1.32,0
"1100",2060,"Australian Open","Hard",128,"G","1/18/16",105373,"Martin Klizan","L",190,"SVK",26.52156057,43,955,105138,"Roberto Bautista Agut","R",186,"ESP",27.76180698,21,1640,5,0,-0.716677678,-0.54074018,"N",1100,"1:N","1:N","",0.836,1.08,7.55,1.08
"1101",2061,"Australian Open","Hard",128,"G","1/18/16",105807,"Pablo Carreno Busta","R",186,"ESP",24.52019165,68,734,106401,"Nick Kyrgios","R",186,"AUS",20.72826831,30,1260,5,0,-0.818310324,-0.540357971,"N",1101,"1:N","1:N","",0.823,1.1,6.73,1.1
"1102",2062,"Australian Open","Hard",128,"G","1/18/16",106415,"Yoshihito Nishioka","L",186,"JPN",20.30937714,117,501,104655,"Pablo Cuevas","R",180,"URU",30.04517454,41,1065,5,0.5,-1.048601868,-0.754123977,"N",1102,"1:N","1:N","",0.754,1.49,2.58,1.49
"1103",2063,"Australian Open","Hard",128,"G","1/18/16",105806,"Mirza Basic","R",186,"BIH",24.52019165,138,432,104898,"Robin Haase","R",190,"NED",28.78576318,65,762,5,0.5,-0.752866415,-0.567520967,"Y",1103,"2:Y","1:N","+",0.704,2.9,1.4,0
"1104",2064,"Australian Open","Hard",128,"G","1/18/16",106026,"Yuki Bhambri","R",183,"IND",23.54004107,96,610,104607,"Tomas Berdych","R",196,"CZE",30.33538672,6,4560,5,0.5,-2.772588722,-2.011618945,"N",1104,"1:N","1:N","",0.959,1.01,20.75,1.01
"1105",2065,"Australian Open","Hard",128,"G","1/18/16",104269,"Fernando Verdasco","L",188,"ESP",32.17522245,45,900,104745,"Rafael Nadal","L",185,"ESP",29.62628337,5,5230,5,0.125,-2.197224577,-1.759771794,"Y",1105,"2:Y","1:N","+",0.969,7.88,1.08,0
"1106",2066,"Australian Open","Hard",128,"G","1/18/16",103794,"Benjamin Becker","R",178,"GER",34.59000684,101,597,104534,"Dudi Sela","R",175,"ISR",30.78986995,87,633,5,0.5,-0.149212398,-0.058553309,"N",1106,"1:N","1:N","",0.608,1.85,1.93,1.85
"1107",2067,"Australian Open","Hard",128,"G","1/18/16",105992,"Ryan Harrison","R",183,"USA",23.69883641,134,448,105723,"Andrey Kuznetsov","R",185,"RUS",24.90349076,74,693,5,1,-0.593774707,-0.436236767,"N",1107,"1:N","1:N","",0.528,1.41,2.87,1.41
"1108",2068,"Australian Open","Hard",128,"G","1/18/16",105208,"Ernests Gulbis","R",190,"LAT",27.38398357,79,661,104871,"Jeremy Chardy","R",188,"FRA",28.93086927,31,1255,5,0.6,-0.935460648,-0.641137012,"N",1108,"1:N","1:N","",0.73,1.34,3.24,1.34
"1109",2069,"Australian Open","Hard",128,"G","1/18/16",104792,"Gael Monfils","R",193,"FRA",29.3798768,25,1485,105216,"Yuichi Sugita","R",186,"JPN",27.33196441,124,481,5,0.5,1.601405741,1.127302781,"Y",1109,"2:Y","2:Y","",0.849,1.1,6.98,1.1
"1110",2070,"Australian Open","Hard",128,"G","1/18/16",106065,"Marco Cecchinato","R",186,"ITA",23.2991102,92,618,103917,"Nicolas Mahut","R",190,"FRA",33.99041752,63,767,5,0.5,-0.378653851,-0.215998344,"N",1110,"1:N","1:N","",0.523,1.09,7.3,1.09
"1111",2071,"Australian Open","Hard",128,"G","1/18/16",103565,"Stephane Robert","R",185,"FRA",35.67145791,225,233,106216,"Bjorn Fratangelo","R",186,"USA",22.49965777,132,458,5,0.5,-0.53329848,-0.675830731,"Y",1111,"2:Y","1:N","+",0.815,1.52,2.49,0
"1112",2072,"Australian Open","Hard",128,"G","1/18/16",104731,"Kevin Anderson","R",203,"RSA",29.67008898,12,2475,104330,"Rajeev Ram","R",193,"USA",31.83572895,93,617,5,0.5,2.047692843,1.389126651,"N",1112,"1:N","2:Y","+",0.898,8.66,1.06,0
"1113",2073,"Australian Open","Hard",128,"G","1/18/16",105683,"Milos Raonic","R",196,"CAN",25.05954825,14,2270,106298,"Lucas Pouille","R",186,"FRA",21.90006845,90,621,5,1,1.860752341,1.296204029,"Y",1113,"2:Y","2:Y","",0.939,1.05,9.91,1.05
"1114",2074,"Australian Open","Hard",128,"G","1/18/16",104291,"Malek Jaziri","R",185,"TUN",31.9945243,104,566,103990,"Tommy Robredo","R",180,"ESP",33.71663244,42,1000,5,0.5,-0.906721281,-0.569161201,"N",1114,"1:N","1:N","",0.725,1.29,3.53,1.29
"1115",2075,"Australian Open","Hard",128,"G","1/18/16",105065,"Tim Smyczek","R",175,"USA",28.05201917,108,543,104593,"Daniel Gimeno Traver","R",185,"ESP",30.4476386,100,598,5,0.5,-0.076961041,-0.096481434,"Y",1115,"2:Y","1:N","+",0.557,1.27,3.68,0
"1116",2076,"Australian Open","Hard",128,"G","1/18/16",104678,"Viktor Troicki","R",193,"SRB",29.93566051,26,1475,103926,"Daniel Munoz De La Nava","L",186,"ESP",33.96851472,71,718,5,0.5,1.004583339,0.7199437,"Y",1116,"2:Y","2:Y","",0.794,1.12,6.08,1.12
"1117",2077,"Australian Open","Hard",128,"G","1/18/16",126203,"Taylor Harry Fritz","R",186,"USA",18.22313484,155,372,106058,"Jack Sock","R",185,"USA",23.3155373,22,1525,5,0.5,-1.952382664,-1.410855835,"N",1117,"1:N","1:N","",0.903,1.46,2.67,1.46
"1118",2078,"Australian Open","Hard",128,"G","1/18/16",104586,"Lukas Rosol","R",196,"CZE",30.48596851,51,827,106121,"Taro Daniel","R",186,"JPN",22.97330595,99,603,5,1,0.663294217,0.315887498,"Y",1118,"2:Y","2:Y","",0.726,1.35,3.16,1.35
"1119",2079,"Australian Open","Hard",128,"G","1/18/16",105147,"Tatsuma Ito","R",180,"JPN",27.66872005,125,477,103285,"Radek Stepanek","R",185,"CZE",37.14168378,188,272,5,0.5,0.408128226,0.561714425,"N",1119,"1:N","2:Y","+",0.749,1.32,3.3,0
"1120",2081,"Australian Open","Hard",128,"G","1/18/16",105376,"Peter Gojowczyk","R",185,"GER",26.51060917,223,234,103970,"David Ferrer","R",175,"ESP",33.79603012,8,4145,5,0.5,-3.32773023,-2.874336952,"N",1120,"1:N","1:N","",0.979,1.04,11.01,1.04
"1121",2082,"Australian Open","Hard",128,"G","1/18/16",105902,"James Duckworth","R",183,"AUS",23.99178645,129,460,103720,"Lleyton Hewitt","R",180,"AUS",34.89664613,308,160,5,0.5,0.870287379,1.056052674,"N",1121,"1:N","2:Y","+",0.86,1.5,2.56,0
"1122",2083,"Australian Open","Hard",128,"G","1/18/16",111442,"Jordan Thompson","R",186,"AUS",21.7467488,143,414,105064,"Thomaz Bellucci","L",188,"BRA",28.05201917,37,1105,5,0.5,-1.351926718,-0.98173464,"N",1122,"1:N","1:N","",0.81,1.39,2.93,1.39
"1123",2084,"Australian Open","Hard",128,"G","1/18/16",105449,"Steve Johnson","R",188,"USA",26.06707734,32,1240,105379,"Aljaz Bedene","R",181,"GBR",26.50239562,49,867,5,0.5,0.426084395,0.357827682,"Y",1123,"2:Y","2:Y","",0.642,1.65,2.21,1.65
"1124",2085,"Australian Open","Hard",128,"G","1/18/16",103852,"Feliciano Lopez","L",188,"ESP",34.32717317,19,1690,105554,"Daniel Evans","R",175,"GBR",25.65639973,185,274,5,0.5,2.275916846,1.819355702,"Y",1124,"2:Y","2:Y","",0.918,1.23,4.03,1.23
"1125",2086,"Australian Open","Hard",128,"G","1/18/16",104327,"Steve Darcis","R",178,"BEL",31.84941821,110,538,105550,"Guido Pella","L",186,"ARG",25.67282683,75,693,5,0.5,-0.382992252,-0.253171439,"N",1125,"1:N","1:N","",0.686,1.56,2.41,1.56
"1126",2087,"Australian Open","Hard",128,"G","1/18/16",104719,"Marcel Granollers","R",190,"ESP",29.76865161,80,661,105051,"Matthew Ebden","R",188,"AUS",28.14510609,106,557,5,0.5,0.281412459,0.1711886,"Y",1126,"2:Y","2:Y","",0.535,1.44,2.72,1.44
"1127",2088,"Australian Open","Hard",128,"G","1/18/16",105668,"Jerzy Janowicz","R",203,"POL",25.18001369,56,795,104545,"John Isner","R",206,"USA",30.72963723,11,2495,5,0.5,-1.627456418,-1.143701894,"N",1127,"1:N","1:N","",0.866,1.22,4.13,1.22
"1128",2089,"Australian Open","Hard",128,"G","1/18/16",104797,"Denis Istomin","R",188,"UZB",29.36344969,59,781,106071,"Bernard Tomic","R",193,"AUS",23.24161533,17,1720,5,0.25,-1.2443241,-0.78950442,"N",1128,"1:N","1:N","",0.87,1.21,4.3,1.21
"1129",2091,"Australian Open","Hard",128,"G","1/18/16",106043,"Diego Sebastian Schwartzman","R",186,"ARG",23.42231348,89,621,105357,"John Millman","R",183,"AUS",26.59548255,95,611,5,0.5,0.065240522,0.016234123,"N",1129,"1:N","2:Y","+",0.531,1.31,3.38,0
"1130",2092,"Australian Open","Hard",128,"G","1/18/16",104180,"Gilles Muller","L",193,"LUX",32.6954141,38,1105,104926,"Fabio Fognini","R",178,"ITA",28.65434634,23,1515,5,0.5,-0.502091944,-0.315570104,"Y",1130,"2:Y","1:N","+",0.71,1.74,2.07,0
"1131",2093,"Australian Open","Hard",128,"G","1/18/16",105062,"Mikhail Kukushkin","R",183,"KAZ",28.06297057,94,612,105311,"Joao Sousa","R",186,"POR",26.80355921,33,1191,5,1,-1.046787221,-0.665816287,"N",1131,"1:N","1:N","",0.666,1.7,2.13,1.7
"1132",2094,"Australian Open","Hard",128,"G","1/18/16",105385,"Donald Young","L",183,"USA",26.48870637,47,882,105053,"Santiago Giraldo","R",188,"COL",28.14236824,70,723,5,0,0.39834764,0.198782834,"N",1132,"1:N","1:N","",0.598,2.51,1.51,2.51
"1133",2095,"Australian Open","Hard",128,"G","1/18/16",105173,"Adrian Mannarino","L",183,"FRA",27.55373032,48,880,105032,"Samuel Groth","R",186,"AUS",28.24914442,67,747,5,0.5,0.333491608,0.163856722,"N",1133,"1:N","2:Y","+",0.53,2.54,1.5,0
"1134",2096,"Australian Open","Hard",128,"G","1/18/16",104918,"Andy Murray","R",190,"GBR",28.678987,2,8945,100644,"Alexander Zverev","R",186,"GER",18.74606434,83,647,5,0.5,3.725693427,2.626503701,"Y",1134,"2:Y","2:Y","",0.987,1.02,14.94,1.02
"1135",2097,"Australian Open","Hard",128,"G","1/18/16",111460,"Quentin Halys","R",186,"FRA",19.22792608,187,274,104925,"Novak Djokovic","R",188,"SRB",28.65982204,1,16790,5,0.5,-5.231108617,-4.115410644,"N",1135,"1:N","1:N","",0.998,1.01,32.55,1.01
"1136",2098,"Australian Open","Hard",128,"G","1/18/16",104312,"Andreas Seppi","R",190,"ITA",31.90691307,29,1290,106045,"Denis Kudla","R",180,"USA",23.41957563,69,727,5,0.5,0.866810675,0.57347102,"Y",1136,"2:Y","2:Y","",0.673,1.36,3.11,1.36
"1137",2099,"Australian Open","Hard",128,"G","1/18/16",105643,"Federico Delbonis","L",190,"ARG",25.28678987,53,815,105952,"Renzo Olivo","R",186,"ARG",23.84394251,174,296,5,0.5,1.188763386,1.012828659,"Y",1137,"2:Y","2:Y","",0.798,1.35,3.13,1.35
"1138",2100,"Australian Open","Hard",128,"G","1/18/16",104468,"Gilles Simon","R",183,"FRA",31.05817933,15,2145,105539,"Evgeny Donskoy","R",185,"RUS",25.69472964,91,620,5,0.5,1.802809305,1.241175353,"Y",1138,"2:Y","2:Y","",0.861,1.12,6.17,1.12
"1139",2101,"Australian Open","Hard",128,"G","1/18/16",117357,"Omar Jasika","L",186,"AUS",18.66940452,310,159,104542,"Jo Wilfried Tsonga","R",188,"FRA",30.75427789,10,2725,5,0.5,-3.433987204,-2.841319505,"N",1139,"1:N","1:N","",0.985,1.02,15.13,1.02
"1140",2102,"Australian Open","Hard",128,"G","1/18/16",105732,"Pierre Hugues Herbert","R",186,"FRA",24.83778234,167,313,111511,"Noah Rubin","R",186,"USA",19.90691307,328,146,5,0.5,0.675019796,0.762596569,"Y",1140,"2:Y","2:Y","",0.736,1.32,3.33,1.32
"1141",2103,"Australian Open","Hard",128,"G","1/18/16",104198,"Guillermo Garcia Lopez","R",188,"ESP",32.62422998,27,1430,104978,"Daniel Brands","R",196,"GER",28.5065024,151,393,5,1,1.721442971,1.291620111,"Y",1141,"2:Y","2:Y","",0.915,1.37,3.02,1.37
"1142",2104,"Australian Open","Hard",128,"G","1/18/16",105572,"Austin Krajicek","L",186,"USA",25.59069131,103,571,105453,"Kei Nishikori","R",178,"JPN",26.05338809,7,4235,5,0,-2.688818839,-2.003749397,"N",1142,"1:N","1:N","",0.979,1.03,13.52,1.03
"1143",2105,"Australian Open","Hard",128,"G","1/18/16",105238,"Alexandr Dolgopolov","R",180,"UKR",27.19507187,35,1160,103819,"Roger Federer","R",185,"SUI",34.44490075,3,8165,5,0,-2.456735773,-1.951436721,"N",1143,"1:N","1:N","",0.967,1.06,9.13,1.06
"1144",2106,"Australian Open","Hard",128,"G","1/18/16",105477,"Marco Trungelliti","R",186,"ARG",25.96303901,210,244,105777,"Grigor Dimitrov","R",188,"BUL",24.67624914,28,1420,5,0.5,-2.014903021,-1.761243925,"N",1144,"1:N","1:N","",0.935,1.03,12.13,1.03
"1145",2107,"Australian Open","Hard",128,"G","1/18/16",106233,"Dominic Thiem","R",186,"AUT",22.37371663,20,1645,104597,"Nicolas Almagro","R",183,"ESP",30.40930869,73,694,5,0.5,1.294727168,0.863023703,"Y",1145,"2:Y","2:Y","",0.845,1.37,3.04,1.37
"1146",2108,"Australian Open","Hard",128,"G","1/18/16",106000,"Damir Dzumhur","R",172,"BIH",23.66324435,81,661,105676,"David Goffin","R",163,"BEL",25.11430527,16,1835,5,0.5,-1.621860432,-1.021045921,"N",1146,"1:N","1:N","",0.818,1.04,11.09,1.04
"1147",2109,"Australian Open","Hard",128,"G","1/18/16",105227,"Marin Cilic","R",198,"CRO",27.3045859,13,2405,105077,"Albert Ramos","L",188,"ESP",28.00273785,61,773,5,0.666666667,1.545924507,1.135026134,"Y",1147,"2:Y","2:Y","",0.883,1.12,6,1.12
"1148",2110,"Australian Open","Hard",128,"G","1/18/16",105583,"Dusan Lajovic","R",180,"SRB",25.5523614,77,678,105138,"Roberto Bautista Agut","R",186,"ESP",27.76180698,21,1640,5,0.5,-1.299282984,-0.883304233,"N",1148,"1:N","1:N","",0.823,1.12,6.13,1.12
"1149",2111,"Australian Open","Hard",128,"G","1/18/16",106401,"Nick Kyrgios","R",186,"AUS",20.72826831,30,1260,104655,"Pablo Cuevas","R",180,"URU",30.04517454,41,1065,5,0.5,0.312374685,0.168136922,"Y",1149,"2:Y","2:Y","",0.637,1.12,6.02,1.12
"1150",2112,"Australian Open","Hard",128,"G","1/18/16",104607,"Tomas Berdych","R",196,"CZE",30.33538672,6,4560,105806,"Mirza Basic","R",186,"BIH",24.52019165,138,432,5,0.5,3.135494216,2.356652314,"Y",1150,"2:Y","2:Y","",0.973,1.03,13.48,1.03
"1151",2113,"Australian Open","Hard",128,"G","1/18/16",104269,"Fernando Verdasco","L",188,"ESP",32.17522245,45,900,104534,"Dudi Sela","R",175,"ISR",30.78986995,87,633,5,1,0.659245629,0.351924341,"N",1151,"1:N","2:Y","+",0.754,3.91,1.24,0
"1152",2114,"Australian Open","Hard",128,"G","1/18/16",105723,"Andrey Kuznetsov","R",185,"RUS",24.90349076,74,693,104871,"Jeremy Chardy","R",188,"FRA",28.93086927,31,1255,5,0.5,-0.870077889,-0.593860852,"Y",1152,"2:Y","1:N","+",0.724,2.16,1.68,0
"1153",2115,"Australian Open","Hard",128,"G","1/18/16",103917,"Nicolas Mahut","R",190,"FRA",33.99041752,63,767,104792,"Gael Monfils","R",193,"FRA",29.3798768,25,1485,5,0,-0.924258902,-0.66068325,"N",1153,"1:N","1:N","",0.89,1.21,4.3,1.21
"1154",2116,"Australian Open","Hard",128,"G","1/18/16",104330,"Rajeev Ram","R",193,"USA",31.83572895,93,617,103565,"Stephane Robert","R",185,"FRA",35.67145791,225,233,5,0.5,0.883500909,0.97383057,"N",1154,"1:N","2:Y","+",0.809,1.58,2.36,0
"1155",2117,"Australian Open","Hard",128,"G","1/18/16",105683,"Milos Raonic","R",196,"CAN",25.05954825,14,2270,103990,"Tommy Robredo","R",180,"ESP",33.71663244,42,1000,5,1,1.098612289,0.819779831,"Y",1155,"2:Y","2:Y","",0.906,1.06,8.84,1.06
"1156",2118,"Australian Open","Hard",128,"G","1/18/16",104678,"Viktor Troicki","R",193,"SRB",29.93566051,26,1475,105065,"Tim Smyczek","R",175,"USA",28.05201917,108,543,5,0.5,1.424034689,0.999303949,"Y",1156,"2:Y","2:Y","",0.839,1.2,4.42,1.2
"1157",2119,"Australian Open","Hard",128,"G","1/18/16",106058,"Jack Sock","R",185,"USA",23.3155373,22,1525,104586,"Lukas Rosol","R",196,"CZE",30.48596851,51,827,5,0.5,0.840783179,0.611944994,"N",1157,"1:N","2:Y","+",0.754,2.65,1.47,0
"1158",2120,"Australian Open","Hard",128,"G","1/18/16",104527,"Stanislas Wawrinka","R",183,"SUI",30.80903491,4,6865,103285,"Radek Stepanek","R",185,"CZE",37.14168378,188,272,5,0.333333333,3.850147602,3.228389252,"Y",1158,"2:Y","2:Y","",0.994,1.07,8.58,1.07
"1159",2121,"Australian Open","Hard",128,"G","1/18/16",103970,"David Ferrer","R",175,"ESP",33.79603012,8,4145,103720,"Lleyton Hewitt","R",180,"AUS",34.89664613,308,160,5,0.666666667,3.650658241,3.254484252,"Y",1159,"2:Y","2:Y","",0.994,1.13,5.91,1.13
"1160",2122,"Australian Open","Hard",128,"G","1/18/16",105064,"Thomaz Bellucci","L",188,"BRA",28.05201917,37,1105,105449,"Steve Johnson","R",188,"USA",26.06707734,32,1240,5,0.5,-0.14518201,-0.115266045,"N",1160,"1:N","1:N","",0.609,1.54,2.44,1.54
"1161",2123,"Australian Open","Hard",128,"G","1/18/16",105550,"Guido Pella","L",186,"ARG",25.67282683,75,693,103852,"Feliciano Lopez","L",188,"ESP",34.32717317,19,1690,5,0.5,-1.373049134,-0.891453809,"N",1161,"1:N","1:N","",0.788,1.12,6.18,1.12
"1162",2124,"Australian Open","Hard",128,"G","1/18/16",104719,"Marcel Granollers","R",190,"ESP",29.76865161,80,661,104545,"John Isner","R",206,"USA",30.72963723,11,2495,5,0,-1.984131362,-1.328290168,"N",1162,"1:N","1:N","",0.945,1.11,6.2,1.11
"1163",2125,"Australian Open","Hard",128,"G","1/18/16",106071,"Bernard Tomic","R",193,"AUS",23.24161533,17,1720,104620,"Simone Bolelli","R",183,"ITA",30.27789185,64,765,5,0.5,1.325669739,0.810203736,"Y",1163,"2:Y","2:Y","",0.838,1.18,4.8,1.18
"1164",2126,"Australian Open","Hard",128,"G","1/18/16",104180,"Gilles Muller","L",193,"LUX",32.6954141,38,1105,105357,"John Millman","R",183,"AUS",26.59548255,95,611,5,1,0.916290732,0.592503655,"N",1164,"1:N","2:Y","+",0.766,3.69,1.27,0
"1165",2127,"Australian Open","Hard",128,"G","1/18/16",105311,"Joao Sousa","R",186,"POR",26.80355921,33,1191,105053,"Santiago Giraldo","R",188,"COL",28.14236824,70,723,5,0,0.751987681,0.499139347,"Y",1165,"2:Y","2:Y","",0.553,1.41,2.89,1.41
"1166",2128,"Australian Open","Hard",128,"G","1/18/16",105032,"Samuel Groth","R",186,"AUS",28.24914442,67,747,104918,"Andy Murray","R",190,"GBR",28.678987,2,8945,5,0.5,-3.511545439,-2.482784811,"N",1166,"1:N","1:N","",0.984,1.01,16.54,1.01
